datetime,text,isRetweet
"July 1, 2025 @ 9:21 AM ET",New poll: Anybody I Endorse beats Thomas Massie of Kentucky by 25 points. Get ready. Massie is a very bad guy!,False
"July 1, 2025 @ 7:35 AM ET",“TRUMP’S AGENDA IS IN THE BIG BEAUTIFUL BILL”,False
"July 1, 2025 @ 7:33 AM ET",Sen. Eric Schmitt: “We got this Big Beautiful Bill we want to get on his Big Beautiful Desk.”,False
"July 1, 2025 @ 12:44 AM ET","Elon Musk knew, long before he so strongly Endorsed me for President, that I was strongly against the EV Mandate. It is ridiculous, and was always a major part of my campaign. Electric cars are fine, but not everyone should be forced to own one. Elon may get more subsidy than any human being in history, by far, and without subsidies, Elon would probably have to close up shop and head back home to South Africa. No more Rocket launches, Satellites, or Electric Car Production, and our Country would save a FORTUNE. Perhaps we should have DOGE take a good, hard, look at this? BIG MONEY TO BE SAVED!!!",False
"July 1, 2025 @ 12:01 AM ET","Republicans, the One Big Beautiful Bill, perhaps the greatest and most important of its kind in history, gives the largest Tax Cuts and Border Security ever, Jobs by the Millions, Military/Vets increases, and so much more. The failure to pass means a whopping 68% Tax increase, the largest in history!!!",False
"June 30, 2025 @ 6:08 PM ET",“U.S. TARIFF REVENUE”,False
"June 30, 2025 @ 2:20 PM ET","I apologize for the long wait on the Faith Leaders Conference Call. AT&T ought to get its act together. Please pass along the word to the tens of thousands of people who are there. We may have to reschedule the call, but we’ll use another carrier the next time. AT&T obviously doesn’t know what they’re doing!",False
"June 30, 2025 @ 2:13 PM ET","I’m doing a major Conference Call with Faith Leaders from all over the Country, and AT&T is totally unable to make their equipment work properly. This is the second time it’s happened. If the Boss of AT&T, whoever that may be, could get involved — It would be good. There are tens of thousands of people on the line!",False
"June 30, 2025 @ 1:56 PM ET","To show people how spoiled Countries have become with respect to the United States of America, and I have great respect for Japan, they won’t take our RICE, and yet they have a massive rice shortage. In other words, we’ll just be sending them a letter, and we love having them as a Trading Partner for many years to come.",False
"June 30, 2025 @ 1:09 PM ET","Jerome “Too Late” Powell, and his entire Board, should be ashamed of themselves for allowing this to happen to the United States. They have one of the easiest, yet most prestigious, jobs in America, and they have FAILED — And continue to do so. If they were doing their job properly, our Country would be saving Trillions of Dollars in Interest Cost. The Board just sits there and watches, so they are equally to blame. We should be paying 1% Interest, or better!",False
"June 30, 2025 @ 9:51 AM ET","Not that it really matters, but a terribly untalented writer for badly failing Forbes Magazine, Dan Alexander, who probably can’t get a meaningful job in the business, has written so inaccurately about me that it is ridiculous. Many others also, the media is mostly Fake News, but Forbes doesn’t even try to get things right. I haven’t spoken to these SleazeBags in years, they don’t want the facts, and they’re so inaccurate (purposely!) about everything. I would have thought Forbes would be DEAD by now, but it continues to hang around like a bad disease. Isn’t it owned by a hostile nation? Anyway, that’s what happens when you have bad reporters with evil intentions. Eventually the publication dies. I’ve happily seen it over, and over, again!",False
"June 30, 2025 @ 2:43 AM ET","Tell phony Democrat Senator Chris Coons that I am not offering Iran ANYTHING, unlike Obama, who paid them $Billions under the stupid “road to a Nuclear Weapon JCPOA (which would now be expired!), nor am I even talking to them since we totally OBLITERATED their Nuclear Facilities.",False
"June 30, 2025 @ 2:23 AM ET","The Trump Administration has gotten costs down, very substantially, for the American Consumer. There has never been anything like this!",False
"June 30, 2025 @ 2:19 AM ET","ONE GREAT BIG BEAUTIFUL BILL, is moving along nicely! MAKE AMERICA GREAT AGAIN!",False
"June 29, 2025 @ 5:27 PM ET","For all cost cutting Republicans, of which I am one, REMEMBER, you still have to get reelected. Don’t go too crazy! We will make it all up, times 10, with GROWTH, more than ever before",False
"June 29, 2025 @ 5:19 PM ET",Great News! “Senator” Thom Tillis will not be seeking reelection.,False
"June 29, 2025 @ 4:48 PM ET","Great Congressman Greg Steube is 100% correct. An unelected Senate Staffer (Parliamentarian), should not be allowed to hurt the Republicans Bill. Wants many fantastic things out. NO! DJT",False
"June 29, 2025 @ 1:39 PM ET","Secretary Chris Wright: “The One Big Beautiful Bill gets rid of over a half of trillion dollars in subsidies that are paid for by American taxpayers, while at the same time reducing energy prices for all Americans…”",False
"June 29, 2025 @ 1:33 PM ET","Sen. John Barrasso on the Big Beautiful Bill: “Lower prices, lower taxes, more jobs, better paying jobs, more money in people’s pockets…safety and prosperity…that’s what this is all about…”",False
"June 29, 2025 @ 1:29 PM ET","If you look at what Biden did to the border, it was SO BAD—Last month, we had NO PEOPLE COMING IN, but the bad part is—BIDEN LET IN 21 million people and we have to check those people…",False
"June 29, 2025 @ 1:22 PM ET","The incredible B-2 pilots will be coming to the White House…They hit a target the size of a circle—a little target, they say half the size of a refrigerator door, from 50,000 feet up in the air going at a rapid speed, and they hit it every single time…",False
"June 29, 2025 @ 1:19 PM ET","Regarding Iran's Fordow nuclear facility—They didn't move anything...they didn't think it was going to be actually doable, what we did…",False
"June 29, 2025 @ 1:15 PM ET","I really think in 6 months, we've taken the Country and turned it around...the numbers are great...it's been an amazing period of time…",False
"June 29, 2025 @ 1:14 PM ET","Sen. Jim Banks on the One Big Beautiful Bill: ""Democrats are focused on screwing the working class with higher taxes…President Trump and Republicans are serious about cutting taxes on the people who need it the most…”",False
"June 29, 2025 @ 1:12 PM ET","Sen. Markwayne Mullin on the One Big Beautiful Bill: ""What we're doing is cutting the waste, fraud, and abuse out of the Medicaid system—and make sure it's for the people that it was originally intended for…”",False
"June 29, 2025 @ 1:11 PM ET","Sen. Katie Britt: “At the end of the day, we know we have to deliver results. The president ran on this—He said we’re going to change America for the better!”",False
"June 29, 2025 @ 1:08 PM ET",“RECORD WEEK OF WINS!”,False
"June 29, 2025 @ 10:20 AM ET","Thom Tillis has hurt the great people of North Carolina. Even on the catastrophic flooding, nothing was done to help until I took office. Then a MIRACLE took place! Tillis is a talker and complainer, NOT A DOER! He’s even worse than Rand “Fauci” Paul!",False
"June 29, 2025 @ 7:59 AM ET",I will be interviewed this morning by Maria Bartiromo on FoxNews at 10:00 A.M. Enjoy!!!,False
"June 29, 2025 @ 1:19 AM ET",MAKE THE DEAL IN GAZA. GET THE HOSTAGES BACK!!! DJT,False
"June 29, 2025 @ 12:28 AM ET",MAKE AMERICA GREAT AGAIN!!!,False
"June 29, 2025 @ 12:27 AM ET",VERY PROUD OF THE REPUBLICAN PARTY TONIGHT. GOD BLESS YOU ALL!,False
"June 29, 2025 @ 12:25 AM ET","Tonight we saw a GREAT VICTORY in the Senate with the “GREAT, BIG, BEAUTIFUL BILL,” but, it wouldn’t have happened without the Fantastic Work of Senator Rick Scott, Senator Mike Lee, Senator Ron Johnson, and Senator Cynthia Lummis. They, along with all of the other Republican Patriots who voted for the Bill, are people who truly love our Country! As President of the USA, I am proud of them all, and look forward to working with them to GROW OUR ECONOMY, REDUCE WASTEFUL SPENDING, SECURE OUR BORDER, FIGHT FOR OUR MILITARY/VETS, ENSURE THAT OUR MEDICAID SYSTEM HELPS THOSE WHO TRULY NEED IT, PROTECT OUR SECOND AMENDMENT, AND SO MUCH MORE. GOD BLESS AMERICA &, MAKE AMERICA GREAT AGAIN!!!",False
"June 28, 2025 @ 11:54 PM ET",Did Rand Paul Vote “NO” again tonight? What’s wrong with this guy??? DJT,False
"June 28, 2025 @ 10:10 PM ET","Republicans must remember that they are fighting against a very evil, corrupt and, in many ways, incompetent (Policywise!) group of people, who would rather see our Country “go down in flames” than do the right thing and, MAKE AMERICA GREAT AGAIN! The Democrats would LOVE to see the Biggest Tax Hike in History (68%!), No Border Spending (Open Borders!), and a weak, underfunded Military, so we wouldn’t be able to do things like we did just one week ago in Iran. We gave the Dems a Debt Extension because it was the right thing to do, but they won’t do it for us. The one thing they do have is an ability to stick together, and vote as one group (They don’t have GRANDSTANDERS!). They also have House and Senate Rules that give Great Power to their Leaders - Committee Chairmanships, etc. Republicans don’t have that, have never been able to get it, BUT THEY SHOULD! What we do have is wonderful people and phenomenal Policy, and that should win Elections every single time!",False
"June 28, 2025 @ 10:01 PM ET","Numerous people have come forward wanting to run in the Primary against “Senator Thom” Tillis. I will be meeting with them over the coming weeks, looking for someone who will properly represent the Great People of North Carolina and, so importantly, the United States of America. Thank you for your attention to this matter!",False
"June 28, 2025 @ 9:48 PM ET","Looks like Senator Thom Tillis, as usual, wants to tell the Nation that he’s giving them a 68% Tax Increase, as opposed to the Biggest Tax Cut in American History! At the same time, he is unable to understand the importance of a Debt Extension, which Republicans gave to the Democrats just prior to the November 5th Election, because of its significance, and how important it was for the future of the U.S.A. Sadly, the Democrat Politicians probably won’t reciprocate on a Debt Extension because they’re nasty people who actually hate our Country. Tillis is also willing to throw the very important Tobacco Industry in North Carolina, “out the window,” for reasons nobody seems to understand. He loves China made windmills that will cost a fortune, ruin the landscape, and produce the most expensive Energy on Earth. I can’t believe that the Great People of North Carolina, a State that I love and won all three times, and a State that I just brought back with money, blood, sweat, and tears, from the recent tragic floods, when Sleepy Joe Biden let them DROWN, right up until the end of that Administration, without doing anything — I was given an A+ Rating for the job we did in bringing it back, and Tillis, despite being a Republican, was MISSING IN ACTION — North Carolina will not allow one of their Senators to GRANDSTAND in order to get some publicity for himself, for a possible, but very difficult Re-Election. America wants Reduced Taxes, including NO TAX ON TIPS, NO TAX ON OVERTIME, AND NO TAX ON SOCIAL SECURITY, Interest Deductions on Cars, Border Security, a Strong Military, and a Bill which is GREAT for our Farmers, Manufacturers and, Employment, in general. Thom Tillis is making a BIG MISTAKE for America, and the Wonderful People of North Carolina!",False
